[2021-03-04 10:24:19:412] : DATE,TimeDate, Serial No, Start Tme, End Time, R0,R1,OS0,V0,L0,ETC0,D0,C0,Write Result, Varify Result, ICT Result, Resul
[2021-03-04 11:11:30:889] : 20210304,,111105,111130,open_OK,short_OK,R57(4.7K)(4.60K),R65(4.7K)(4.74K),R67(4.7K)(4.72K),R48(4.7K)(4.66K),R48(4.7K)(4.66K),R70(4.7K)(4.78K),R71(4.7K)(4.75K),R66(4.7K)(4.76K),R68(4.7K)(4.80K),R72(4.7K)(4.77K),R73(4.7K)(4.80K),R75(0)(0.07K),R76(0)(0.07K),R5(0)(0.07K),R6(0)(0.07K),D13(0.15V),D12(0.73V),C38(4.7uF)(4.585uF),C37(4.7uF)(4.338uF),C19(4.7uF)(4.337uF),C20(4.7uF)(4.353uF),C21(4.7uF)(4.370uF),C22(4.7uF)(4.349uF),C23(2.2uF)(2.142uF),C24(2.2uF)(2.100uF),C31(2.2uF)(2.085uF),VDD(90uF)(90.200uF),C34(4.7uF)(4.149uF),C29(1uF)(0.921uF),C30(1uF)(0.948uF),C27(1uF)(0.920uF),C28(1uF)(0.929uF),

[2021-03-04 11:12:33:976] : 20210304,,111208,111233,open_OK,short_OK,R57(4.7K)(4.67K),R65(4.7K)(4.71K),R67(4.7K)(4.70K),R48(4.7K)(4.72K),R48(4.7K)(4.70K),R70(4.7K)(4.74K),R71(4.7K)(4.75K),R66(4.7K)(4.80K),R68(4.7K)(4.76K),R72(4.7K)(4.75K),R73(4.7K)(4.75K),R75(0)(0.07K),R76(0)(0.07K),R5(0)(0.07K),R6(0)(0.07K),D13(0.16V),D12(0.73V),C38(4.7uF)(4.722uF),C37(4.7uF)(4.439uF),C19(4.7uF)(4.456uF),C20(4.7uF)(4.426uF),C21(4.7uF)(4.462uF),C22(4.7uF)(4.469uF),C23(2.2uF)(2.135uF),C24(2.2uF)(2.092uF),C31(2.2uF)(2.085uF),VDD(90uF)(93.800uF),C34(4.7uF)(4.186uF),C29(1uF)(0.912uF),C30(1uF)(0.921uF),C27(1uF)(0.966uF),C28(1uF)(0.921uF),

[2021-03-04 11:13:58:891] : 20210304,,111332,111358,open_OK,short_OK,R57(4.7K)(4.62K),R65(4.7K)(4.72K),R67(4.7K)(4.72K),R48(4.7K)(4.44K),R48(4.7K)(4.69K),R70(4.7K)(4.77K),R71(4.7K)(4.80K),R66(4.7K)(4.77K),R68(4.7K)(4.77K),R72(4.7K)(4.77K),R73(4.7K)(4.76K),R75(0)(0.07K),R76(0)(0.07K),R5(0)(0.07K),R6(0)(0.07K),D13(0.15V),D12(0.73V),C38(4.7uF)(4.713uF),C37(4.7uF)(4.421uF),C19(4.7uF)(4.410uF),C20(4.7uF)(4.436uF),C21(4.7uF)(4.416uF),C22(4.7uF)(4.414uF),C23(2.2uF)(2.153uF),C24(2.2uF)(2.111uF),C31(2.2uF)(2.122uF),VDD(90uF)(92.900uF),C34(4.7uF)(4.149uF),C29(1uF)(0.931uF),C30(1uF)(0.949uF),C27(1uF)(0.912uF),C28(1uF)(0.930uF),

[2021-03-04 11:14:49:506] : 20210304,,111432,111449,open_OK,short_NG,

[2021-03-04 11:15:39:206] : 20210304,,111512,111539,open_OK,short_OK,R57(4.7K)(4.74K),R65(4.7K)(4.66K),R67(4.7K)(4.66K),R48(4.7K)(4.74K),R48(4.7K)(4.71K),R70(4.7K)(4.75K),R71(4.7K)(4.75K),R66(4.7K)(4.80K),R68(4.7K)(4.77K),R72(4.7K)(4.80K),R73(4.7K)(4.80K),R75(0)(0.07K),R76(0)(0.07K),R5(0)(0.07K),R6(0)(0.07K),D13(0.15V),D12(0.73V),C38(4.7uF)(4.852uF),C37(4.7uF)(4.597uF),C19(4.7uF)(4.586uF),C20(4.7uF)(4.530uF),C21(4.7uF)(4.547uF),C22(4.7uF)(4.546uF),C23(2.2uF)(0.007uF),C23(2.2uF)(0.007uF),C24(2.2uF)(0.009uF),C24(2.2uF)(0.009uF),C31(2.2uF)(0.002uF),C31(2.2uF)(0.002uF),VDD(90uF)(91.100uF),C34(4.7uF)(4.052uF),C29(1uF)(0.943uF),C30(1uF)(0.924uF),C27(1uF)(0.934uF),C28(1uF)(0.933uF),

